Building Density,UHI Index,B01,B04,B06,B08,B11,LST_Celsius,Surface_Albedo,EVI,UTFVI,NDVI,LSWI,NDBI,ISA,MNDWI,MNDWI_Binary
87.0,1.019590535,1136.0,761.0,2260.0,2880.0,2024.0,37.77869750000002,35.73509044000002,3.211579266444377,0.023781143416910858,0.5819829717110684,0.17455138662316477,-0.17455138662316477,0,-0.44726492670718626,0
87.0,1.019590535,1136.0,634.0,2260.0,2800.0,2024.0,37.77869750000002,35.73509044000002,5.655352480417754,0.023781143416910858,0.6307513104251602,0.16086235489220563,-0.16086235489220563,0,-0.45768815268275115,0
87.0,1.019590535,1136.0,1020.0,2260.0,2482.0,2024.0,37.77869750000002,35.73509044000002,2.460451026590374,0.023781143416910858,0.4174757281553398,0.10164225477141589,-0.10164225477141589,0,-0.3615876219307097,0
87.0,1.01742682,1136.0,1020.0,2260.0,2482.0,2024.0,37.77869750000002,35.73509044000002,2.460451026590374,0.023781143416910858,0.4174757281553398,0.10164225477141589,-0.10164225477141589,0,-0.3615876219307097,0
87.0,1.019590535,1136.0,1382.0,2218.0,2468.0,1912.0,37.77869750000002,35.73509044000002,8.872549019607842,0.023781143416910858,0.2820779220779221,0.12694063926940638,-0.12694063926940638,0,-0.15668481548699334,0
87.0,1.019590535,1136.0,1494.0,1921.0,2178.0,2084.0,38.899808060000055,36.793418808640055,4.090909090909091,0.05416259981872585,0.18627450980392157,0.022055373064289067,-0.022055373064289067,0,-0.1861126920887877,0
87.0,1.019590535,1136.0,1494.0,1921.0,2178.0,2084.0,38.899808060000055,36.793418808640055,4.090909090909091,0.05416259981872585,0.18627450980392157,0.022055373064289067,-0.022055373064289067,0,-0.1861126920887877,0
87.0,1.019590535,1136.0,1514.0,1921.0,1874.0,2084.0,38.899808060000055,36.793418808640055,4.411764705882353,0.05416259981872585,0.10625737898465171,-0.05305709954522486,0.05305709954522486,1,-0.1847640704945992,0
87.0,1.019590535,1260.0,1562.0,1670.0,1924.0,2047.0,38.899808060000055,36.793418808640055,2.308673469387755,0.05416259981872585,0.1038439472174412,-0.03097456560060438,0.03097456560060438,1,-0.16938017709225936,0
87.0,1.019590535,1260.0,1562.0,1670.0,1924.0,2047.0,39.525305720000006,37.38388859968001,2.308673469387755,0.07111322945754152,0.1038439472174412,-0.03097456560060438,0.03097456560060438,1,-0.16938017709225936,0
87.0,1.02175425,1260.0,1622.0,2162.0,2036.0,2325.0,39.525305720000006,37.38388859968001,3.053097345132743,0.07111322945754152,0.1131765992345544,-0.06626920431093786,0.06626920431093786,1,-0.20810600155884645,0
87.0,1.02175425,1260.0,1490.0,2162.0,2578.0,2325.0,39.836345540000025,37.67751018976003,3.300970873786408,0.07954223108121607,0.26745329400196655,0.051601060575158064,-0.051601060575158064,0,-0.2396694214876033,0
87.0,1.02175425,1260.0,3602.0,3357.0,3742.0,3909.0,39.836345540000025,37.67751018976003,0.1971830985915493,0.07954223108121607,0.01906318082788671,-0.021827212129133446,0.021827212129133446,1,-0.10846448319863888,0
87.0,1.023917965,1260.0,3642.0,3319.0,3630.0,4151.0,39.836345540000025,37.67751018976003,-0.010877447425670775,0.07954223108121607,-0.0016501650165016502,-0.0669579745533993,0.0669579745533993,1,-0.15610639186742795,0
87.0,1.023917965,1260.0,3642.0,3319.0,3630.0,4151.0,39.836345540000025,37.67751018976003,-0.010877447425670775,0.07954223108121607,-0.0016501650165016502,-0.0669579745533993,0.0669579745533993,1,-0.15610639186742795,0
87.0,1.015263105,1338.0,1090.0,1952.0,1204.0,2429.0,39.836345540000025,37.67751018976003,2.590909090909091,0.07954223108121607,0.04969485614646905,-0.3371868978805395,0.3371868978805395,1,-0.4093414563388454,0
87.0,1.015263105,1338.0,1090.0,1952.0,1204.0,2429.0,39.81583741999998,37.658150524479986,2.590909090909091,0.07898647273240118,0.04969485614646905,-0.3371868978805395,0.3371868978805395,1,-0.4093414563388454,0
87.0,1.01309939,1338.0,2192.0,1965.0,2708.0,2882.0,39.81583741999998,37.658150524479986,11.621621621621621,0.07898647273240118,0.10530612244897959,-0.031127012522361358,0.031127012522361358,1,-0.1569650742673625,0
87.0,1.01309939,1338.0,2018.0,1965.0,2642.0,2882.0,39.81583741999998,37.658150524479986,-2.5,0.07898647273240118,0.13390557939914163,-0.04344677769732078,0.04344677769732078,1,-0.16869424168694241,0
87.0,1.01309939,1338.0,1660.0,2270.0,1932.0,2929.0,39.91496000000001,37.751722240000014,0.5279503105590062,0.08167263808500135,0.0757238307349666,-0.20510183089899198,0.20510183089899198,1,-0.3488372093023256,0
87.0,1.010935675,1357.0,1706.0,2081.0,1696.0,2598.0,40.09269704000002,37.91950600576002,-0.011859582542694497,0.0864892104413868,-0.0029394473838918285,-0.21006054960409873,0.21006054960409873,1,-0.3295803480040942,0
87.0,1.03269303,1296.0,1486.0,1677.0,1744.0,2375.0,40.09269704000002,37.91950600576002,0.8002481389578164,0.0864892104413868,0.07987616099071207,-0.153192522456907,0.153192522456907,1,-0.2876118189211168,0
87.0,1.030529316,1296.0,1534.0,1677.0,1730.0,2375.0,40.215745760000004,38.035663997440004,1.719298245614035,0.08982376053426845,0.06004901960784314,-0.15712545676004872,0.15712545676004872,1,-0.2516469038208169,0
87.0,1.030529316,1296.0,1534.0,1677.0,1730.0,2375.0,40.215745760000004,38.035663997440004,1.719298245614035,0.08982376053426845,0.06004901960784314,-0.15712545676004872,0.15712545676004872,1,-0.2516469038208169,0
87.0,1.026201886,1296.0,1444.0,1527.0,1592.0,1950.0,40.215745760000004,38.035663997440004,-1.7370892018779345,0.08982376053426845,0.048748353096179184,-0.10107284020327499,0.10107284020327499,1,-0.16557083084279736,0
87.0,1.026201886,1296.0,1518.0,1527.0,1454.0,1950.0,40.215745760000004,38.035663997440004,-0.17429193899782136,0.08982376053426845,-0.021534320323014805,-0.14571092831962398,0.14571092831962398,1,-0.20519159456118666,0
87.0,1.026201886,1296.0,1174.0,1602.0,1366.0,2152.0,40.49944142000004,38.303472700480036,1.0412147505422993,0.09751175102619186,0.07559055118110236,-0.22342239909039227,0.22342239909039227,1,-0.33997509339975096,0
87.0,1.028365601,1296.0,1890.0,1602.0,1992.0,2152.0,40.49944142000004,38.303472700480036,0.19570222563315426,0.09751175102619186,0.02627511591962906,-0.03861003861003861,0.03861003861003861,1,-0.14589989350372737,0
87.0,1.028365601,1296.0,1890.0,1602.0,1992.0,2152.0,40.49944142000004,38.303472700480036,0.19570222563315426,0.09751175102619186,0.02627511591962906,-0.03861003861003861,0.03861003861003861,1,-0.14589989350372737,0
87.0,1.028365601,1186.0,2110.0,1801.0,2470.0,2248.0,40.49944142000004,38.303472700480036,0.7819287576020851,0.09751175102619186,0.07860262008733625,0.04705383637134379,-0.04705383637134379,0,-0.0933852140077821,0
87.0,1.04134789,1251.0,1838.0,1828.0,1870.0,2478.0,41.08050481999999,38.85199655007999,0.12139605462822459,0.11325823757591116,0.008629989212513484,-0.13983440662373506,0.13983440662373506,1,-0.20583941605839415,0
87.0,1.04134789,1251.0,1646.0,1828.0,2032.0,2478.0,41.08050481999999,38.85199655007999,-2.0708154506437766,0.11325823757591116,0.10494834148994019,-0.09889135254988914,0.09889135254988914,1,-0.2005813953488372,0
87.0,1.03702046,1251.0,1830.0,2229.0,2408.0,1900.0,41.67865832000001,39.41665345408001,1.5896589658965896,0.12946785608297726,0.1363850873053327,0.11792014856081709,-0.11792014856081709,0,-0.06621773288439955,0
87.0,1.03702046,1251.0,866.0,2229.0,3040.0,1900.0,41.67865832000001,39.41665345408001,6.12739571589628,0.12946785608297726,0.5565796210957501,0.23076923076923078,-0.23076923076923078,0,-0.3194444444444444,0
87.0,1.039184175,1251.0,1003.0,2229.0,2640.0,1900.0,41.67865832000001,39.41665345408001,8.201402805611222,0.12946785608297726,0.4493549272577546,0.16299559471365638,-0.16299559471365638,0,-0.2717536813922356,0
87.0,1.039184175,1145.0,1172.0,1602.0,1574.0,1766.0,41.67865832000001,39.41665345408001,3.988095238095238,0.12946785608297726,0.14639475600874,-0.05748502994011976,0.05748502994011976,1,-0.2263888888888889,0
87.0,1.026201886,1145.0,1516.0,1602.0,1596.0,1766.0,42.020460319999984,39.73931454207999,0.5830903790087463,0.13873049522987105,0.02570694087403599,-0.05056513979773944,0.05056513979773944,1,-0.12269548633184997,0
87.0,1.026201886,1145.0,1632.0,1407.0,1422.0,1664.0,42.020460319999984,39.73931454207999,-5.25,0.13873049522987105,-0.068762278978389,-0.07841866493843162,0.07841866493843162,1,-0.05785123966942149,0
87.0,1.024038171,1145.0,1342.0,1407.0,1302.0,1664.0,41.733346640000036,39.468279228160036,-0.8695652173913043,0.13094987834648106,-0.015128593040847202,-0.12204989885367498,0.12204989885367498,1,-0.14917127071823205,0
87.0,1.024038171,1145.0,1026.0,1180.0,1138.0,1589.0,41.70942050000002,39.44569295200002,1.108910891089109,0.13030149360619805,0.051756007393715345,-0.16538320498716538,0.16538320498716538,1,-0.25712025316455694,0
87.0,1.024038171,1145.0,1346.0,1180.0,1450.0,1589.0,41.70942050000002,39.44569295200002,0.6388206388206388,0.13030149360619805,0.03719599427753934,-0.04573872984534386,0.04573872984534386,1,-0.13297682709447414,0
87.0,1.024038171,1776.0,1656.0,1721.0,1670.0,2211.0,40.42766300000005,38.235713872000055,0.05718954248366013,0.09556659680534436,0.004209260372820205,-0.1393970626127287,0.1393970626127287,1,-0.20261082404133804,0
87.0,1.019710741,1776.0,4060.0,3172.0,4688.0,3016.0,40.42766300000005,38.235713872000055,2.2953216374269005,0.09556659680534436,0.07178783721993598,0.21703011422637591,-0.21703011422637591,0,0.11268020005884083,1
87.0,1.015383311,1776.0,3482.0,3175.0,3908.0,3083.0,39.022856779999984,36.90957680031999,1.3813229571984436,0.057497149911605955,0.05764546684709066,0.1180088685452725,-0.1180088685452725,0,0.01924606330523302,1
87.0,1.015383311,1776.0,2932.0,3175.0,3150.0,3083.0,39.022856779999984,36.90957680031999,1.4046391752577319,0.057497149911605955,0.035843472541927,0.01074923792716188,-0.01074923792716188,0,-0.06365361393824392,0
87.0,1.006728452,1639.0,2346.0,2674.0,2454.0,2544.0,39.022856779999984,36.90957680031999,1.9852941176470587,0.057497149911605955,0.0225,-0.01800720288115246,0.01800720288115246,1,-0.07568710359408033,0
87.0,1.006728452,1639.0,3776.0,4491.0,4248.0,4192.0,38.506735760000026,36.42235855744003,0.8676470588235294,0.04351056479979636,0.058823529411764705,0.006635071090047393,-0.006635071090047393,0,-0.10344827586206896,0
87.0,1.004564737,1639.0,2736.0,2727.0,3174.0,3104.0,38.506735760000026,36.42235855744003,1.3256658595641646,0.04351056479979636,0.07411167512690356,0.011150047785919083,-0.011150047785919083,0,-0.10738494470210488,0
87.0,1.004564737,1639.0,1556.0,2727.0,2830.0,3104.0,38.506735760000026,36.42235855744003,2.099538562953197,0.04351056479979636,0.29046967624259007,-0.04617458712504213,0.04617458712504213,1,-0.372236958443855,0
87.0,1.004564737,1639.0,2290.0,2589.0,2834.0,2568.0,38.164933760000054,36.09969746944005,0.9543859649122808,0.034247925652902564,0.10616705698672912,0.04924102184376157,-0.04924102184376157,0,-0.11944202266782912,0
87.0,1.004564737,1639.0,3090.0,2589.0,3572.0,2568.0,38.164933760000054,36.09969746944005,-2.7893518518518516,0.034247925652902564,0.07235064545181627,0.16351791530944626,-0.16351791530944626,0,0.07857911733046287,1
87.0,1.000237307,929.0,1688.0,2141.0,2384.0,2120.0,38.164933760000054,36.09969746944005,1.2314225053078556,0.034247925652902564,0.17092337917485265,0.0586145648312611,-0.0586145648312611,0,-0.17777777777777778,0
87.0,1.000237307,929.0,482.0,2237.0,3386.0,1464.0,38.08290127999999,36.02225880831999,4.456721915285452,0.03202489225764608,0.750775594622544,0.39628865979381445,-0.39628865979381445,0,-0.4049904030710173,0
87.0,1.000357514,929.0,517.0,2237.0,3194.0,1464.0,38.08290127999999,36.02225880831999,6.39207258834766,0.03202489225764608,0.7213689032605767,0.3714040360669815,-0.3714040360669815,0,-0.35304990757855825,0
87.0,1.000357514,929.0,666.0,2431.0,2950.0,1650.0,38.20253198,36.13519018912001,5.1004912907548015,0.0352668159590596,0.6316371681415929,0.2826086956521739,-0.2826086956521739,0,-0.35970333745364647,0
87.0,1.004684943,929.0,922.0,2431.0,2680.0,1650.0,38.20253198,36.13519018912001,6.0999306037473975,0.0352668159590596,0.4880621876735147,0.23787528868360278,-0.23787528868360278,0,-0.24575311438278596,0
87.0,1.004684943,1029.0,698.0,2353.0,3610.0,1670.0,38.20253198,36.13519018912001,4.097945398254995,0.0352668159590596,0.6759517177344475,0.36742424242424243,-0.36742424242424243,0,-0.35058633238980996,0
87.0,1.004684943,1029.0,698.0,2353.0,3610.0,1670.0,38.20253198,36.13519018912001,4.097945398254995,0.0352668159590596,0.6759517177344475,0.36742424242424243,-0.36742424242424243,0,-0.35058633238980996,0
87.0,1.006848658,1029.0,967.0,2353.0,3060.0,1670.0,38.56826011999999,36.48043755328,3.090667454223272,0.04517783984623642,0.519741743233176,0.2938689217758985,-0.2938689217758985,0,-0.2718964204112719,0
87.0,1.004684943,1029.0,691.0,2177.0,2884.0,1612.0,38.56826011999999,36.48043755328,4.826144366197183,0.04517783984623642,0.6134265734265735,0.28291814946619215,-0.28291814946619215,0,-0.34445371142618847,0
87.0,1.004684943,1029.0,691.0,2177.0,2884.0,1612.0,38.56826011999999,36.48043755328,4.826144366197183,0.04517783984623642,0.6134265734265735,0.28291814946619215,-0.28291814946619215,0,-0.34445371142618847,0
87.0,1.004684943,1029.0,894.0,2177.0,2590.0,1612.0,38.60244032000003,36.51270366208003,4.326530612244898,0.04610410376092687,0.48679678530424797,0.2327463112803427,-0.2327463112803427,0,-0.2682926829268293,0
87.0,1.004684943,1029.0,894.0,2177.0,2590.0,1612.0,39.06387302000002,36.948296130880024,4.326530612244898,0.0586086666092342,0.48679678530424797,0.2327463112803427,-0.2327463112803427,0,-0.2682926829268293,0
87.0,1.004684943,1029.0,1114.0,1839.0,1534.0,1727.0,39.06387302000002,36.948296130880024,5.865921787709497,0.0586086666092342,0.15861027190332327,-0.05918429929469488,0.05918429929469488,1,-0.23401214719542693,0
87.0,1.004684943,1029.0,1114.0,1839.0,1534.0,1727.0,39.06387302000002,36.948296130880024,5.865921787709497,0.0586086666092342,0.15861027190332327,-0.05918429929469488,0.05918429929469488,1,-0.23401214719542693,0
87.0,1.004684943,1029.0,1094.0,1664.0,1470.0,1571.0,39.06387302000002,36.948296130880024,4.947368421052632,0.0586086666092342,0.14664586583463338,-0.03321275896086814,0.03321275896086814,1,-0.20061138708444784,0
87.0,1.004684943,1029.0,1094.0,1664.0,1470.0,1571.0,39.06387302000002,36.948296130880024,4.947368421052632,0.0586086666092342,0.14664586583463338,-0.03321275896086814,0.03321275896086814,1,-0.20061138708444784,0
87.0,1.004684943,1029.0,1238.0,1664.0,1548.0,1571.0,38.44862942000003,36.367506172480034,35.22727272727273,0.041935916144824434,0.11127063890882986,-0.007374158384097467,0.007374158384097467,1,-0.13634719710669077,0
87.0,1.004684943,1029.0,1238.0,1664.0,1548.0,1571.0,38.44862942000003,36.367506172480034,35.22727272727273,0.041935916144824434,0.11127063890882986,-0.007374158384097467,0.007374158384097467,1,-0.13634719710669077,0
87.0,1.015503518,1106.0,1276.0,1787.0,1614.0,1577.0,38.44862942000003,36.367506172480034,1.6064638783269962,0.041935916144824434,0.11695501730103806,0.011595111250391726,-0.011595111250391726,0,-0.14983594604447684,0
87.0,1.015503518,1597.0,1310.0,1459.0,1578.0,1547.0,37.32410084000003,35.30595119296003,-2.154340836012862,0.011461833351541316,0.09279778393351801,0.00992,-0.00992,0,-0.0867579908675799,0
87.0,1.015503518,1597.0,1342.0,1396.0,1916.0,1710.0,37.32410084000003,35.30595119296003,5.143369175627241,0.011461833351541316,0.1761817065684469,0.0568119139547711,-0.0568119139547711,0,-0.13924050632911392,0
87.0,1.015503518,1597.0,1136.0,1396.0,1574.0,1710.0,37.71033710000006,35.67055822240006,13.518518518518519,0.02192861558753302,0.16162361623616237,-0.04141291108404385,0.04141291108404385,1,-0.21362668559261888,0
87.0,1.013339803,1597.0,1136.0,1396.0,1574.0,1710.0,37.71033710000006,35.67055822240006,13.518518518518519,0.02192861558753302,0.16162361623616237,-0.04141291108404385,0.04141291108404385,1,-0.21362668559261888,0
87.0,1.013339803,1597.0,1398.0,3641.0,1560.0,4147.0,37.71033710000006,35.67055822240006,1.4013840830449829,0.02192861558753302,0.05476673427991886,-0.4533029612756264,0.4533029612756264,1,-0.5260349586016559,0
87.0,1.011176088,1597.0,2654.0,2538.0,2732.0,2837.0,37.71033710000006,35.67055822240006,0.2719665271966527,0.02192861558753302,0.014481990345339769,-0.018854372418746632,0.018854372418746632,1,-0.08510231401797667,0
87.0,1.011176088,1597.0,2654.0,2538.0,2732.0,2837.0,37.71033710000006,35.67055822240006,0.2719665271966527,0.02192861558753302,0.014481990345339769,-0.018854372418746632,0.018854372418746632,1,-0.08510231401797667,0
87.0,1.004684943,2672.0,6084.0,5086.0,6172.0,6711.0,36.36705524000001,34.402500146560016,0.14502307185234015,-0.014473556259763792,0.007180156657963447,-0.04183808119226888,0.04183808119226888,1,-0.10025411919009755,0
87.0,1.004684943,2672.0,3438.0,5086.0,3798.0,6711.0,36.36705524000001,34.402500146560016,-2.922077922077922,-0.014473556259763792,0.04975124378109453,-0.2771909791607194,0.2771909791607194,1,-0.34099310620441603,0
87.0,1.004684943,2672.0,3438.0,5086.0,3798.0,6711.0,36.36705524000001,34.402500146560016,-2.922077922077922,-0.014473556259763792,0.04975124378109453,-0.2771909791607194,0.2771909791607194,1,-0.34099310620441603,0
87.0,1.002521229,2672.0,3882.0,5086.0,4132.0,6711.0,36.36705524000001,34.402500146560016,0.78125,-0.014473556259763792,0.031195408035937112,-0.2378493036982385,0.2378493036982385,1,-0.30805964330961894,0
